quarter,beta1,beta2,beta3,phi,xi_trend,xi_cycle,sigma_spf_5y_unemp,sigma_unemp,natural_rate,state_2_trend
2004 Q1,-0.24377680138146088,0.017286282657153575,-0.13887748357672886,0.749999775003253,0.024998103737916205,0.30717774719019664,0.15233983091007008,0.20000021879685917,3.3401768232131275,0.6342270635114942
2004 Q2,-0.24223524553377393,0.018931421514102226,-0.1390223523290666,0.7499996045938482,0.005001129578270448,0.3080186133703985,0.9907328850602377,0.2000000000571413,3.3408775902882053,0.5422462555618214
2004 Q3,-0.24776078854096847,0.02485441637813054,-0.14770184204230233,0.7499999066122485,0.005000000000035265,0.30523688969710394,0.10000000005703083,0.20000307370190779,3.3675267443929258,0.4529231557991587
2004 Q4,-0.2422317235491257,0.01646762191723568,-0.13864584176357891,0.7499998640344487,0.005000120827721747,0.3023326607470395,0.1000359432394676,0.20000130823202658,3.362404605981747,0.42624842410868924
2005 Q1,-0.23282476413973227,0.0105885814897621,-0.13047537608771093,0.749999999957385,0.005000000000027015,0.3004862883760505,0.10000006608219306,0.20000111052944292,3.345554729050939,0.43753868473993635
2005 Q2,-0.2134358500404534,0.006344276307883368,-0.10953767193385432,0.749999955876671,0.0249999999999679,0.2980898312720723,0.10010869007429835,0.20000000000006118,3.2795996461928363,0.5056834505543988
2005 Q3,-0.2053620581457716,0.005896794649811394,-0.10079499149741017,0.7499995546986256,0.00501059473102846,0.3044205828259309,0.26878669261740007,0.20000304820456952,3.3068201098513392,0.4354161290346911
2005 Q4,-0.19818524936632084,0.002667060771131685,-0.09145675284430062,0.75,0.02499998450519593,0.2988142355650969,0.10032341974452329,0.2,3.2588603660835274,0.41312079396917734
2006 Q1,-0.19365186894240036,-0.0012347499702409972,-0.0809831240608168,0.7499976510948319,0.02498394352422968,0.298624180000945,0.4873447152550978,0.20000234744450648,3.2475276143097385,0.2999910430988757
2006 Q2,-0.1954397155106628,2.8154015822023418e-5,-0.08422104039380145,0.7499993136456218,0.024997696296141323,0.29520615292964725,0.8715812995624422,0.2000006330683104,3.2559484225175206,0.1370885913041
2006 Q3,-0.19511345336443153,-0.0015608892136125907,-0.08101801517699646,0.7499996810163905,0.02499968219231583,0.29314138328679595,0.10000051802438664,0.20000002968855513,3.253987193713888,0.021020823181147452
2006 Q4,-0.19357153697915183,-0.004344653704521758,-0.06803632425900435,0.7499992146951813,0.024999433427961945,0.2950816327283629,0.9999805037170855,0.2000000000203408,3.21430071131552,-0.060171832320665336
2007 Q1,-0.19382164859531525,-0.0098384615929758,-0.06632291539842314,0.7499996642003195,0.0249994699751221,0.29180889352239103,0.48253669551540224,0.20000116332278361,3.2149075041900614,-0.2314118662549131
2007 Q2,-0.1949590634164278,-0.009867672325172319,-0.05997737250905822,0.7499999974844223,0.024999983862249994,0.29368037393616764,0.9999999889162449,0.2,3.181461102361027,-0.342705810875315
2007 Q3,-0.19578047905938098,-0.012015022172147075,-0.05986216694132356,0.7499999979910039,0.024999361577167683,0.2905451549348857,0.10076528271678589,0.20000004076825398,3.1817232914146336,-0.44254833820467276
2007 Q4,-0.19541618121300092,-0.009724370573683474,-0.06447630421446793,0.7499998713198333,0.024999634887237766,0.28634813652877106,0.9968223842002926,0.20000000000397164,3.2001711128360086,-0.5369182819349815
2008 Q1,-0.19394018106039906,-0.008103511775845746,-0.06833144688096997,0.7499999763271277,0.005006921365926767,0.29242354737641174,0.9999979571286797,0.20000361927274907,3.2712395126631173,-0.7424047142031611
2008 Q2,-0.19483318409677014,-0.005989793248878358,-0.07083711016933081,0.7499985125337318,0.02499581909008929,0.2825392010297611,0.9933008348542579,0.20000083339330524,3.192362355388169,-0.6492366152493154
2008 Q3,-0.19135473276013099,-0.00939579524106681,-0.06668842132746555,0.7499999999570295,0.005000000085949554,0.2887754352921445,0.9999120539016861,0.20000100185983816,3.274887784369517,-0.713974577451544
2008 Q4,-0.1482531680959654,0.0012027798342118686,-0.04873767964921474,0.7499999998839948,0.024999937439860988,0.2959243418132709,0.8846284406544475,0.2,3.3388053989007513,-0.6968919227378312
2009 Q1,-0.14280675956197525,-0.003253637587797014,-0.012463643913045818,0.7499999813438158,0.024999999791235548,0.3060664336406662,0.9877567883484002,0.2,3.3841837448746652,-0.3178733205110783
2009 Q2,-0.14294111169051105,-0.029729869807105576,1.4111445219011903e-4,0.7499994807550427,0.024992903485540067,0.2998881774043781,0.10002125913092455,0.20000301222290645,3.3895040824951828,0.14275385863669204
2009 Q3,-0.1428025054400668,-0.035256346871781814,-0.004976468590988719,0.7499998158354184,0.024998547124714422,0.296240484509534,0.99991927204419,0.20000047954141817,3.400963450894956,0.4964260371671844
2009 Q4,-0.14445093247636012,-0.031289486891197475,-0.010978817064719511,0.7499999873080101,0.02499992222688872,0.2949010651967186,0.10002101303989326,0.20000015439854935,3.41735816166062,0.6710739108605309
2010 Q1,-0.1526622628413538,-0.020023790110672558,-0.017113070117553482,0.7499988389730778,0.02499677104404167,0.2906875469671867,0.12676273994216275,0.20000104905184574,3.3771904019674506,0.4510829097548542
2010 Q2,-0.15109699537895158,-0.02542224825403591,-0.011562211687566935,0.75,0.02499999892627987,0.2898321616915884,0.9686838866116301,0.2,3.36731476543342,0.2808042339672583
2010 Q3,-0.15196288752932657,-0.024273675288015172,-0.010950481869210014,0.7499994359893221,0.02499809636670164,0.28847985379112057,0.10001967864266921,0.20000006134315423,3.3413933868132686,0.1515564291269072
2010 Q4,-0.15300965646541392,-0.02208595795247548,-0.009548330261564795,0.749999712979023,0.024998665116707484,0.2883426032734829,0.10000026065811825,0.20000002189395152,3.3084810954809285,0.005878333044495587
2011 Q1,-0.1513368404405892,-0.030101246310487478,-0.004902997856750624,0.7499993528271289,0.024994701965039133,0.28673569701673696,0.1001632781161105,0.20000013992360113,3.3064902932476996,-0.1958514148448437
2011 Q2,-0.15195105450327556,-0.026258850819969776,-0.004675167601265083,0.7499999999999991,0.02499999650711274,0.28883745185967524,0.9800400528712425,0.2,3.2635716147999836,-0.33470621619380175
2011 Q3,-0.15041125094141847,-0.03578920076634378,-0.003865225977644411,0.7499999999999956,0.024999887833834594,0.2835943754985119,0.10000076159484698,0.20000000000552937,3.289038251558172,-0.4875937418323517
2011 Q4,-0.14949933056005021,-0.033398051718505205,-0.006224521044322472,0.7499999999999964,0.024999456406560632,0.283814167816873,0.10000160257376775,0.20000000000806553,3.2660777332237063,-0.4328818339518185
2012 Q1,-0.1498506532792164,-0.03217470317043894,-0.007204461946348335,0.7499999659815817,0.02499994985243078,0.2826140614696753,0.10001310308094268,0.20000477160923255,3.255389621623408,-0.3965744722658667
2012 Q2,-0.15059745558026758,-0.03236488218626912,-0.007414107869913959,0.7499997628271315,0.024999071638819367,0.2802930760309922,0.10024043005415745,0.20000075510555032,3.254105699974399,-0.36779366746963277
2012 Q3,-0.14747587102717383,-0.032784268788940224,-0.00688881841879287,0.7499989849755,0.024996405548931205,0.2813033601536363,0.10055738445433965,0.20000032189481773,3.2295417805090887,-0.260755620717247
2012 Q4,-0.14908050876953002,-0.032335681952469116,-0.007015041051931503,0.749999475319518,0.024997838926946576,0.27877253703201094,0.10000400738170812,0.20000087417018972,3.236101707850368,-0.18462798453753873
2013 Q1,-0.14754577513010786,-0.03325666781754442,-0.0062182066089727225,0.7499993863534897,0.0249991438825727,0.2781590109925689,0.10890714673823124,0.20000000067168036,3.227046380110869,-0.1118964300809223
2013 Q2,-0.14576209269118134,-0.03411750666505046,-0.005106907818627991,0.75,0.024999999999998197,0.2778546290325102,0.9286204526110852,0.2,3.21311344273512,-0.08890072523915099
2013 Q3,-0.14411595565087534,-0.03490780696222036,-0.004504955779429439,0.7499992882167519,0.024997309334904055,0.2772039745536119,0.9999988632400522,0.20000021249181887,3.2077934167156092,-0.04869707198057705
2013 Q4,-0.14609454102529779,-0.03237765213763162,-0.00653533961310686,0.7499999996034767,0.024999912441522443,0.27509383370015517,0.9861073452035252,0.2,3.223320739881302,-0.03358868249573876
2014 Q1,-0.14594640585373,-0.03235996969269972,-0.006206418011725512,0.7499999819237231,0.024999884422236295,0.27404131513998004,0.10421802268621759,0.20000000000002896,3.20998623030577,-0.1043976272977155
2014 Q2,-0.14545272341683965,-0.03265407502281375,-0.005451942187820025,0.7499999410997231,0.024999941020351427,0.2732015810594089,0.9999999991136193,0.2,3.19607119443571,-0.13445488365080918
2014 Q3,-0.14449094630550322,-0.03333004119082863,-0.004489774521483442,0.7499997182086244,0.02499952691382265,0.27246385271602436,0.9993561927896675,0.20000000015453262,3.18371241187757,-0.1437405122185868
2014 Q4,-0.1438708506383903,-0.033734479372658534,-0.003908291347507749,0.7499999262091346,0.024999901716700475,0.2714889164391295,0.9923990013551759,0.20000000000000412,3.1771579000484693,-0.16097708953268677
2015 Q1,-0.14650766168026239,-0.029880851454116057,-0.006660777195264747,0.75,0.005000000211539592,0.2764607994475026,0.10000000000000027,0.20000491387482255,3.2947305556759257,-0.2438874928408505
2015 Q2,-0.14626762841403879,-0.030242748653869857,-0.005864587594458262,0.75,0.005,0.2745783307489356,0.10003550284076261,0.2,3.348851026513223,-0.22433540368613464
2015 Q3,-0.14541259616669613,-0.03202941718314515,-0.005051405647030398,0.75,0.005000026407782595,0.27338043378232246,0.10004224887126346,0.2000000000000005,3.3593095187745035,-0.16676653819662896
2015 Q4,-0.14484501547238635,-0.03228985559238043,-0.0052814154795064365,0.7499997752330412,0.005000037098629013,0.2723010174545623,0.10000385532879456,0.20000053846190413,3.3662386440828915,-0.1263507876130695
2016 Q1,-0.14512054145486797,-0.03079559816595543,-0.006080515512492304,0.7499999719837072,0.005000531630942383,0.27135000078165583,0.10001291727483401,0.20000000003112994,3.36844737676201,-0.06649719048605851
2016 Q2,-0.1442734118437015,-0.031331084321733434,-0.005097150935234429,0.7499996865076344,0.024998947039114944,0.264781339163851,0.10000000002968677,0.20000009618088654,3.3814205954303613,-0.08420839686412732
2016 Q3,-0.14395395170677758,-0.03145798166835359,-0.004621333274914688,0.7499999939963651,0.024999950607855034,0.263779242534496,0.10000000000004992,0.2000010651535305,3.3738397555866277,-0.058597843987542
2016 Q4,-0.14250601447287423,-0.03216740149339895,-0.0037511913710978296,0.7499999988111026,0.024999999999987744,0.2631894935679376,0.10000440098991759,0.20000046725277898,3.3470899519186053,-0.055731385111168846
2017 Q1,-0.14255839721067626,-0.030884336610698376,-0.0052296939471923685,0.7499999893180069,0.024999999991056572,0.26225947290095897,0.10000000003072956,0.2,3.3598011356938553,-0.1341204811833074
2017 Q2,-0.14505460232719902,-0.026874185120785616,-0.008093069152433234,0.7499998194656659,0.024999894896554787,0.2606533969495276,0.10000000000000002,0.20000000024795708,3.3050666096727315,-0.12240147891224543
2017 Q3,-0.14609373950887214,-0.025770489309405037,-0.008049774570804167,0.7499999999970801,0.024999999995815807,0.259630868339567,0.1,0.20000087802322558,3.273044539565008,-0.16508729463798605
2017 Q4,-0.14670799947080845,-0.024291706473224206,-0.008120313896897966,0.7499998240744141,0.02499963715720485,0.25885865201104363,0.10000058674425615,0.20000003618901854,3.22206542161795,-0.19327144009996677
2018 Q1,-0.1476590038691291,-0.023574428803599338,-0.006362080607644346,0.75,0.02499999999999988,0.2588020774117454,0.1,0.20000000055343412,3.19093222077037,-0.31788914729523216
2018 Q2,-0.14791898217929533,-0.027250812529122478,-0.0025107485085957607,0.7499997781004435,0.024999999837130357,0.2584803266579788,0.1000252919593249,0.20000020205449523,3.1385989552085913,-0.5097104122108634
2018 Q3,-0.14622433164033438,-0.03140883940734171,-0.0027443272993741496,0.7499999492229408,0.024999908673152514,0.25583492371950495,0.10000000326342216,0.2000007538556523,3.104206986833291,-0.5975967839845047
2018 Q4,-0.1470765473128224,-0.02852437878955134,-0.005302966039955127,0.7499999982303229,0.024999980290146714,0.25574702181196196,0.10000000002717897,0.20000013093449434,3.0644928235817996,-0.6060926720641221
2019 Q1,-0.14682841006367736,-0.028938203200348227,-0.005850549100946686,0.7499999290237636,0.024999951257434795,0.2543232075021717,0.10000000003727594,0.20000068849026162,3.029433641861766,-0.6252886955564158
2019 Q2,-0.14782073278884,-0.025650941841109973,-0.008413802015779858,0.7499997687393851,0.024999999999998464,0.2546360665540842,0.10000032965109988,0.20000000000048462,3.0005800260740885,-0.6283853759635651
2019 Q3,-0.14750678228114375,-0.027487813254834206,-0.007164968041685178,0.7499999999842175,0.024999998876773545,0.2532670770538791,0.10000537852920431,0.20000000026440437,2.95867419815626,-0.631645454604504
2019 Q4,-0.14740011478432474,-0.027831712402589,-0.007111742876753139,0.7499999998715741,0.024999999999701653,0.2519429926824326,0.10000219771679848,0.2000000000000004,2.933884682644158,-0.5854139262967932
2020 Q1,-0.1481592140056941,-0.0243221855015757,-0.004910230954921988,0.7499999999999984,0.025,0.24950484442493512,0.1000022279627336,0.20000000000000415,2.9072835295567057,-0.421545225654283
2020 Q2,-0.12957106122283096,0.06340277462837252,0.0017514641872003374,0.75,0.02499999999467409,0.2911145203071321,0.10006100794471143,0.2,2.956017878866527,0.29125599015756104
2020 Q3,-0.146816029394048,-0.006213935973613789,-0.016810408456871817,0.7499998477580325,0.024999984326987433,0.24880803620026173,0.10000001162174221,0.2000000006183079,2.9362009686175616,0.4772537584786476
2020 Q4,-0.1459806152682529,-0.005597984446803958,-0.016132615256466254,0.7499999992592528,0.02499999999943755,0.24760142095960863,0.10000000000000016,0.20000064838218398,2.941884826055917,0.46070325675214174
2021 Q1,-0.14591967151916702,-0.0051999902870247805,-0.016705595441973618,0.7499999024441202,0.024999939445432814,0.2466051834577667,0.10000112454975452,0.20000000693790404,2.937205387440722,0.4364916852651631
2021 Q2,-0.13833993447971688,-0.001663086710082311,-0.014262020794338899,0.7499999974704361,0.005000547978965938,0.26577774985808805,0.21649139591572747,0.20000311654702496,3.098509899599369,0.14831488275065347
2021 Q3,-0.13589643878489369,-0.0019868984542294726,-0.008601729073092415,0.7499999642113839,0.024999966206928712,0.2511785827477469,0.1,0.20000000002370152,2.8473804285530493,0.06432429360564576
2021 Q4,-0.13721359963556398,-0.0037157335095797015,-0.0074277623906910135,0.7499999999990044,0.024999724429755864,0.2495218485309824,0.11303588894010691,0.20000000000122434,2.776114412576605,-0.21303881121808185
2022 Q1,-0.1375310396371069,-0.0033048288689844657,-0.011441454186893223,0.7499999024706452,0.024999999999926293,0.24689647529646036,0.10000000030025707,0.20000000704557508,2.6890803616394097,-0.3330782807440621
2022 Q2,-0.13794307359373711,-0.00365701280583635,-0.00970530978667746,0.749999177944755,0.02499998684586744,0.24625719371577384,0.12837764364711526,0.20000000225003373,2.6743393989318696,-0.44267129141856565
2022 Q3,-0.13781879342382344,-0.0034730651458718806,-0.010432625754861514,0.7499999051682713,0.02499999998650584,0.24509584990858102,0.12482877798823251,0.20000188327763596,2.6292148942004356,-0.5041324917828147
2022 Q4,-0.13663581869080246,-0.0032266782588416137,-0.012162450166204734,0.7499999925873562,0.025,0.24417603728126197,0.10000000000002097,0.2,2.5690670927079697,-0.5590824434043635
2023 Q1,-0.13774391053956767,-0.0028520089961880557,-0.012405400225091824,0.7499997725827792,0.0249999995365038,0.2434493632981053,0.12108667986150186,0.2000003646172582,2.5417144622375116,-0.6206419645737399
2023 Q2,-0.13616746800042476,-0.002491572070936851,-0.012312776736876299,0.7499964733918922,0.02499997076126348,0.24212388722034187,0.12247473895736068,0.2000025400919094,2.497355036930975,-0.5528997814218404
2023 Q3,-0.13634413479022572,-0.0027229270736265437,-0.012387683051080274,0.749999894338276,0.024999999074341223,0.24127034685290633,0.11528986544341961,0.20000392578671075,2.4570743332520997,-0.4207707440477351
2023 Q4,-0.13553667488637403,-0.0026929995550352215,-0.012131112653062838,0.7499999797323342,0.02499999999999982,0.2407486000229253,0.10000000000009193,0.2,2.4152135019113072,-0.31073999444486844
2024 Q1,-0.13440523688211753,-0.0028607627451603113,-0.010743464560153945,0.74999998035884,0.024999917975154832,0.2404815938753419,0.10000000000004103,0.20000001773678117,2.40440426199372,-0.24059324453006875
2024 Q2,-0.13507734401111202,-0.0033035930526739182,-0.011745444178665375,0.7499997246652015,0.024999932298339834,0.23910336644516159,0.10000000000587955,0.2000002633906856,2.4192237748365857,-0.11883529824496508
2024 Q3,-0.13497071177443823,-0.00307792090716461,-0.011330617992917279,0.7499999846953014,0.02499998262915548,0.23873056974262358,0.10000000000005696,0.20000001987510238,2.4417989798925324,0.00415369438265438
2024 Q4,-0.13517800901553498,-0.003086132839618834,-0.011817540258923634,0.7499999999086966,0.02499999915163874,0.23777880222001796,0.1,0.20000000000127327,2.5155831014967927,0.05505314203819241
2025 Q1,-0.13652742290824244,-0.003155895830885143,-0.01230874011175918,0.7499994459999613,0.024999976679551398,0.23621975073721213,0.13611449323923452,0.20000068892272257,2.566036065173157,0.08035786663725544
2025 Q2,-0.1365623295796916,-0.002480682495101028,-0.01223658962931511,0.7499997173444382,0.02499999997418438,0.2361889385393743,0.13809342076708273,0.20000005178231603,2.603231665925827,0.14621700622557238
2025 Q3,-0.13590287634498135,-0.0017717054733985165,-0.011093504230881665,0.75,0.02499997701790305,0.23717029075013038,0.14101683197680714,0.20000131389169656,2.6460123273391143,0.19416011472958714
2025 Q4,-0.1362218027446656,-0.0020956130344332072,-0.010790190589133527,0.7499997926849111,0.024999999831505876,0.23613649911109763,0.13949884477149296,0.2,2.6704638225259827,0.24457742342591163
