quarter,beta_y,psi_lop,phi,xi_trend,xi_cycle,sigma_spf,sigma_cpi,natural_rate,state_2_trend
2008 Q4,0.0847620007568422,-0.0032959727127219577,0.6999632689397468,0.024930357046013304,1.0838328655795466,0.01334201161147803,0.3259974106173978,1.5884448208842352,-2.965303545283118
2009 Q1,0.06253912673251043,0.0069864585539968025,0.6999954064856311,0.024982085828575827,1.183040340778705,0.31691393081205826,2.0872120258241055e-5,1.5074843537925435,-4.617302909723134
2009 Q2,0.07191019530866383,0.009533250831130078,0.6999987091114346,0.024999999134492315,1.192694144711133,0.06571766376711508,1.0000050509671443e-7,1.5834627012030047,-1.5349355788334824
2009 Q3,0.05197990295901724,-0.023338907417390094,0.6999302355307471,0.02493740395585755,1.1855908884152646,0.30341816887396433,7.278644139929756e-5,1.6080099574729716,-0.46256725185298
2009 Q4,0.05114207517891697,-0.022925327142248514,0.6999305476982122,0.024933515232914295,1.178053240948605,0.39485337782973073,1.6917102191622193e-4,1.6198721254843005,-0.2069425945488081
2010 Q1,0.046925661389419705,-0.034271219343552276,0.6999505340426087,0.024969301557694116,1.1682416475900648,0.019545173471654853,1.0444419633616142e-4,1.6211678548856896,-0.42924386883751897
2010 Q2,0.05767541865182938,-0.024135911964586233,0.6999661460435798,0.024973493327946635,1.1693981166375007,0.0010372212624145552,0.007538727734816679,1.5834671920725647,-1.45843101923529
2010 Q3,0.06887883538648577,-0.016822124147866904,0.6999815048127602,0.024970084232862982,1.1779077053778557,0.0022661884639494406,0.03107566335752079,1.5132521945510953,-2.7105581092869553
2010 Q4,0.04592285546001254,-0.04225880146973343,0.6999717359440454,0.001192708582136734,1.1848196266261362,0.5635078845122606,1.328891621881469e-4,1.6484118781808224,-0.18527940880744653
2011 Q1,0.036376271319805746,-0.05481322545612646,0.6999972044796994,0.024986242498973056,1.1719210054399047,1.0264074372576815,2.5810737354723095e-4,1.5968201457123166,0.03430103795475489
2011 Q2,0.048461298279993806,-0.036657864893037885,0.6998778016797531,0.024962578576693092,1.1858085983699884,0.45330686206417886,1.3764027041513601e-5,1.5450659825959046,-1.7359657392608325
2011 Q3,0.05675257176438975,-0.025278543540641782,0.6999881020401404,0.024994885003213053,1.2014034926855726,6.704463756539973e-4,0.01917552091893478,1.4577999768369978,-3.12111641419209
2011 Q4,0.06319220708207915,-0.024043307804274543,0.6999669817980045,0.024985250452949654,1.1958733254861134,0.11129030683523021,0.009757792094288556,1.4359780385090273,-2.8097957441200654
2012 Q1,0.0401485140408365,-0.05138605323805431,0.6999750751089675,0.024978038720667776,1.1816633712986986,4.892811340560102e-4,0.02408649884675551,1.4574735396857725,-1.6566512755888838
2012 Q2,0.035582876649983525,-0.0568555324922774,0.699987892401352,0.024993523975266684,1.1764819552074366,0.007951865039207934,0.0068623118462481135,1.4260178174790523,-2.056074703473872
2012 Q3,0.03881621669129862,-0.058319857215557845,0.6999746976629065,0.024980311352411955,1.168127979046533,0.009743071928497821,0.004045687828599721,1.4215872891578722,-1.6358591146410366
2012 Q4,0.03834731986539954,-0.05828453505772319,0.6999758916720338,0.024968677975241493,1.1645528400734129,46.03871093203726,2.0648471667967418e-4,1.3929414247367589,-1.8196243977910418
2013 Q1,0.04046585377664622,-0.057934149979046626,0.6999375537893406,0.02497136428584141,1.1583673117422104,0.08137531202852763,0.005086186304729291,1.3847658524904605,-1.4674035948651056
2013 Q2,0.044027844448062764,-0.05848424246964546,0.6999908088845891,0.024994022252257383,1.1572452890689469,0.26160509030580437,0.004678379824112866,1.3373564347629738,-2.094029138777855
2013 Q3,9.787301052941218e-15,-0.062187118911460525,0.6999999999999958,0.024999859509751962,1.156994857726961,7530279.53414449,1.217470201380785e-6,1.381623275431319,-0.5371374508288351
2013 Q4,1.4139029363011428e-16,-0.06324520789474872,0.7,0.02499995170099102,1.1558705622298056,1401930147.2000434,1.1775415376981103e-7,1.3372984847356562,-1.506383660151162
2014 Q1,0.044298685683025724,-0.05742999756318034,0.6999722681063861,0.02499285503441179,1.148964671713732,0.09195060831560073,0.01631921936209762,1.3233049138952135,-1.3709656600331528
2014 Q2,0.04652483380139563,-0.056940888274044504,0.6998837613516574,0.024948075284435767,1.14359271637042,0.41425382433885183,0.012175324519653757,1.3108885382871993,-1.3093237475495747
2014 Q3,0.04806334401681908,-0.056505373117249395,0.6998899101025886,0.024965483054055177,1.1380682879575064,0.15287086135139472,0.005411179327581812,1.2969649004964152,-1.2163602444063786
2014 Q4,0.046397239948924765,-0.05577856217838561,0.6998544278139294,0.024941042189960606,1.1371674481747267,0.03883552599421964,0.008006515823619756,1.258027420879393,-1.862940234159965
2015 Q1,0.04613310775545488,-0.04205817947970427,0.6999574393287912,0.024952026454632025,1.1513788021394251,0.011046061812900963,0.05202934887283812,1.130828492326832,-3.4820605778598623
2015 Q2,0.04267001898435643,-0.04747865505581085,0.6999582187540588,0.024983724439057733,1.1440424835714216,0.08224330850308681,0.0023161700429066012,1.0704373474415947,-2.7001306401984246
2015 Q3,0.06289809197781716,-0.0300972858051038,0.6998649824629577,0.02496018933790205,1.143778937960932,0.08870215378038054,0.013084498796144692,1.0240070113541038,-1.9622538719046578
2015 Q4,0.05449436155841115,-0.04536591400460031,0.6999950450459749,0.024998467802961312,1.1331842429264738,0.07446475676390919,8.251707148593129e-5,1.0318628644619339,-1.422769331473905
2016 Q1,0.05826878802293515,-0.03531626532617544,0.6999230269139531,0.02489435150291112,1.1353823367341065,0.08427667482480805,0.0013421647511579675,1.06750737848686,-2.0204620402532947
2016 Q2,0.04420230098612711,-0.053281679975529586,0.6999055051327914,0.024972062014127605,1.1270418709735972,0.07554221346154422,0.020878811741609764,1.079200255216945,-0.5505766335522245
2016 Q3,0.042742687196979455,-0.05455300357758588,0.6998022572413131,0.02492073577876177,1.122839030285594,0.06976554235017537,0.010999909076848065,1.0726570213596507,-0.9961850932534708
2016 Q4,0.04191497986219222,-0.05547261540947857,0.6999619453010842,0.024973809240842863,1.1181627921855894,0.06461948135590402,0.001016004068986857,1.0696924269146566,-1.2462616748538171
2017 Q1,0.041768564241683764,-0.05444239904019172,0.6999616037147746,0.02496457206622624,1.1192294628113257,0.07771193091188555,0.030698544221414947,1.1153972909851415,0.3281613403624646
2017 Q2,3.450798390395833e-5,-0.059528747008038924,0.6999799792406087,0.02499726445620217,1.1161342152321265,0.07525261375779839,0.08010648221979284,1.1410882358522134,-0.9445337011639281
2017 Q3,3.225083913173585e-14,-0.05791123575248772,0.6999994203611198,0.024999540824067586,1.1164884497382639,0.07329197098859674,1.1432910632279762e-5,1.1301208291787321,-0.7483546352214276
2017 Q4,0.046649991168152896,-0.04931184289338563,0.6998889308712152,0.024986868933320895,1.106558512384072,0.06972799875375443,0.10238739009725151,1.1434894804032583,0.043819737343303355
2018 Q1,0.046503637339133604,-0.04858128593608019,0.6999701103902143,0.024989318587430677,1.1091513594406925,0.06641569441601801,1.0000000012892126e-7,1.1470411913609941,-0.014511186113704888
2018 Q2,0.04047975040847838,-0.050409894270745645,0.6999367075221965,0.024986479250764467,1.0969555199407548,0.07263488254527549,0.09385297012272628,1.1910762907127594,-0.04709420135444134
2018 Q3,0.04207645762417693,-0.04722568960259439,0.6999583394857601,0.024984918515209183,1.0988734000151403,0.0701302909581592,9.941409882736581e-4,1.188515834244389,-0.2813644055973908
2018 Q4,0.04235459258441165,-0.044248608572928026,0.6999535389438797,0.02499634289720803,1.0960720826817363,0.06780083502741051,0.003100140062532265,1.1853468403743852,-0.6847047341332577
2019 Q1,0.041790809424589806,-0.04237045572842485,0.699884406729143,0.024983458908743286,1.0950937850403204,0.06587827015920726,0.004570612068187592,1.177665303825109,-1.3260275116299591
2019 Q2,0.03968681424438702,-0.049418337489342434,0.6998678597410203,0.02498690109156443,1.0933244108970903,0.06692840578239642,1.5941860544240022e-4,1.1498030114780933,0.2965175537206396
2019 Q3,0.040358507153091236,-0.04531843331130521,0.6999618004256769,0.024996437281478025,1.1090792569867958,0.0756801952694408,4.271802158060512e-4,1.095282969200578,-1.94461425790828
2019 Q4,0.03690180852660872,-0.04701819704890911,0.6999902279113124,0.024999111708157558,1.1042910705995757,0.0741644853242982,8.445957486270877e-7,1.0663132436769225,-1.7429068451077652
2020 Q1,0.02185865368751407,-0.047267663255369886,0.6999312200920698,0.02499944556092702,1.0788572383483515,0.09005232742760709,0.17666833583403,1.0077068167304566,-1.5874737746081342
2020 Q2,2.0526233105883405e-5,-0.04660730712487134,0.6999777343090839,0.024998559802674836,1.1116464993507424,0.09083803393021986,0.11401443515498444,1.0241122771148607,-3.6054487716767363
2020 Q3,0.08855546246981709,-0.042155553900346796,0.6999698626593779,0.02499897735635171,1.121903279949473,0.08880440813324014,6.971443075159645e-6,1.0302767660023717,-0.6856934055501234
2020 Q4,3.985889333039975e-7,-0.049867027740323,0.6999997974864199,0.024999842235082222,1.1224920680208559,0.09291115480507499,7.301979828873046e-7,0.9858149474447222,-0.73315423187914
2021 Q1,0.086010817860539,-0.039250059818641055,0.6998696616039152,0.02498208851652038,1.1136697913522011,0.10843307999921735,1.3707459233600338e-4,1.0507980631172618,-0.7853544589076016
2021 Q2,0.0770439242955003,-0.04313877808185338,0.6997862843359877,0.024977440337613597,1.1082632188030435,0.10642334707749837,0.00485806718533403,1.0607572518089947,-0.06651674565554117
2021 Q3,0.07482459506529124,-0.03930811007464921,0.6992982202232112,0.0249821988661218,1.106699913634893,0.1115753678506253,0.0018263699987537145,1.0180838955212954,0.7123260274286701
2021 Q4,2.6627807248107104e-10,-0.028431809877578946,0.6999992245189866,0.024999529394437947,1.1201330019353397,0.11380520703092256,5.042846199457984e-6,0.9813538487442555,1.9540511907778384
2022 Q1,0.13094617927267727,-8.003532025678142e-4,0.6999734384902694,0.0249958217335338,1.1094704523660446,0.11154625084176427,1.5809794209482378e-6,0.9812921658474114,1.4593407657109447
2022 Q2,0.12019250681615896,-0.015323480226371533,0.6999995074454037,0.024999890030668267,1.1228671259691887,0.11192897229951809,1.0000000607646867e-7,1.0051902900350702,3.4893132273783194
2022 Q3,6.96671258751532e-6,-0.013245219217670755,0.6999947152629835,0.024999196232618676,1.0971565782938124,0.1184899454625459,0.2300965400655598,1.0530383334030846,2.2434093194451132
2022 Q4,0.11411791339173294,-0.01747955208887197,0.699792445133863,0.02493163029852227,1.085578047948548,0.11819948715160121,0.2188097393188084,1.0301107126876,0.5733132140815302
2023 Q1,0.10483380627266117,-0.028425836479924162,0.6999954655048749,0.024999817842417768,1.1186791589847538,0.11724923246268183,1.223513877025262e-6,1.0487827254539572,2.0354224251625146
2023 Q2,0.0796516409208442,-0.039387094159597603,0.6995453042382638,0.02492144229922798,1.0468919450785579,0.11833017692540941,0.32792726319142124,1.0780297762974416,-0.34506017356432594
2023 Q3,0.09564951085234716,-0.04686504347928076,0.6868489617480713,0.02499739177463638,1.1184221801729697,0.11942734353531374,0.005852900982010188,1.115663388617434,0.1051667361500428
2023 Q4,0.0895204767030086,-0.04315449462426406,0.699945372136807,0.02499357621484889,1.0536173888120497,0.117548277625967,0.29908522124573617,1.1157282465467795,0.4462991614843381
2024 Q1,0.09098371689864966,-0.04715115719910129,0.6840405986472747,0.02499833675300297,1.110351948842698,0.11759430058395517,8.211313786149823e-4,1.0944974667201937,0.2520033530974199
2024 Q2,0.08336985630047004,-0.04259614993345879,0.6997993814831704,0.024961438175665776,1.040429593348048,0.11581383246023286,0.3080409807588153,1.0995601290543655,0.038289788934449114
2024 Q3,0.0819962399460019,-0.04278795124995801,0.6994953791728505,0.024963164763799253,1.039417771257435,0.11430099544453853,0.3075564433630332,1.1097888936516964,-1.0125859025819761
2024 Q4,0.08496050893886783,-0.043454539482734145,0.6998972075884662,0.024988685578106386,1.0375881245231293,0.11364017697349506,0.3031125374489642,1.092918721517304,-0.8958589923247846
2025 Q1,0.0864658789240774,-0.04368656634582153,0.6971365118564574,0.024999994836042,1.0392403905911414,0.11233455046353677,0.2903612136506199,1.084066807696519,-1.013685634253528
2025 Q2,0.09101160195361761,-0.04719748329587815,0.6864002277847586,0.024997907258635318,1.0957326442877426,0.11113435856852709,1.061620352441654e-7,1.0704462261602865,-1.2069130126266534
2025 Q3,0.07573850295877503,-0.04594633008099541,0.6950029217275008,0.02489115067472517,1.0342647818610506,0.11049633243559043,0.2861645607714164,1.0514607076589604,-0.5133676270789697
2025 Q4,0.08739102950966296,-0.0497078840806019,0.6836792178082094,0.024996913897748517,1.0899205216775358,0.11006318738924639,4.114320704103521e-4,1.0253606580159205,-1.2355868526063227
