quarter,beta1,beta2,beta3,phi,xi_trend,xi_cycle,sigma_spf_5y_unemp,natural_rate,state_2_trend
2005 Q1,-0.13228720862018692,-0.06048909628633168,-0.03480562232224349,0.8153449992394365,0.18836311157659347,0.0027177703346691344,0.31218680514137037,3.3787554202295684,0.4299987853500742
2005 Q2,-0.12556688845013542,-0.06034529324574211,-0.030774914262803345,0.809882081015953,0.18796900133007685,0.00386183475126808,0.769096285870945,3.0593069123965617,0.7282610098362817
2005 Q3,-0.12221873395470455,-0.05737321864147871,-0.029177287187065627,0.8091084455039506,0.18782154990494485,0.003526245022385149,0.2561270458899998,3.0132215313200916,0.7328158957130964
2005 Q4,-0.11934790529438002,-0.05737564140439854,-0.024453763581195737,0.8096497479660902,0.1873558901996502,0.004376904450633249,0.3300468639202899,3.0082719216297775,0.6804425119233068
2006 Q1,-0.11877135730233412,-0.05793991592455511,-0.02212617446497302,0.8071471671476326,0.18629433938614773,0.003942092411270745,0.25737222065610244,2.9080509553570186,0.635908391233471
2006 Q2,-0.11848010744017691,-0.05761968286908522,-0.02185312039635527,0.8088597763319376,0.1845970796745303,0.0034469988073133995,0.13279513493307182,2.9854123281946032,0.4049518182788962
2006 Q3,-0.1183326151405148,-0.05853366700382363,-0.02062928445364054,0.8081004641154034,0.18321574342228467,0.0029402597496271652,0.135115842684865,2.97638647285745,0.3009407768457551
2006 Q4,-0.1201881307294762,-0.05906123178019319,-0.024018692195948453,0.7994243662446042,0.18275472859384603,0.0027542454367948267,0.344048819320814,2.667326492580571,0.45281600987525855
2007 Q1,-0.11942982939951534,-0.06026949130829395,-0.022624549206572492,0.8015844608459314,0.18095977798454174,0.003561498285722172,0.34396182259986985,2.726482386541136,0.21890792871458506
2007 Q2,-0.12060135885529684,-0.061215011068358194,-0.024483308540807328,0.7968747432375001,0.1805600555173213,0.0030653726301486032,0.5698834932255945,2.513877043812901,0.2781600840119664
2007 Q3,-0.12041861972626254,-0.059849979763436444,-0.024320951990173242,0.7979027284320215,0.1789354502385143,0.003278218604019938,1.262621314162978,2.626767517615861,0.08233841906582466
2007 Q4,-0.1192854462643051,-0.058811301859118814,-0.021499815438938717,0.800683960970351,0.17738721974556057,0.0035760475904248663,0.5521614072206091,2.8324991937969997,-0.17961917337874372
2008 Q1,-0.11675968039506512,-0.0577254929655106,-0.02237332860309301,0.8030946327563164,0.17676367615366628,0.0038237043817078526,0.2523414432302061,2.820473927128633,-0.34147129749464616
2008 Q2,-0.11648849423216266,-0.05932353688532112,-0.022640920761238116,0.8015614145241124,0.17570276745656963,0.004449403471871116,2.0371633081712495,2.831929278346126,-0.3057260653777044
2008 Q3,-0.1148743377729854,-0.05963506992946537,-0.019342892183437408,0.8023576917313284,0.17454946665382853,0.004154609322523092,0.39644912747967676,2.997548269753705,-0.4563132094475224
2008 Q4,-0.09779979117374966,-0.054703003675291295,0.0022757591664432624,0.806353506659759,0.18062994488687373,0.003587808638916491,4.399431864465518,3.8825360539206253,-1.1957095806959985
2009 Q1,-0.09822382424773606,-0.05493689862740343,0.026174617685280854,0.8138825002918721,0.18447014226187983,0.0037203030633332582,1.5577627914992236,4.227448339096591,-1.081752462721633
2009 Q2,-0.09826683246936732,-0.06130080684343248,0.016959283204949847,0.8048522582202757,0.1812096697682327,0.0045738152925774425,0.08937604417441587,4.201418237411514,-0.6058727584373361
2009 Q3,-0.09830643097759803,-0.059717497692210846,0.0025244183224434704,0.7950950064572779,0.17929580757037147,0.003419163790715997,0.16391406914362458,4.2346129458562345,-0.262107780019889
2009 Q4,-0.09843310471778308,-0.05938509688232576,0.001873094674269057,0.7950943587648504,0.17793520007736066,0.004069574568763417,0.5563600900367588,4.223937105682549,-0.0731255220764503
2010 Q1,-0.10488552940776501,-0.05506462702679118,0.015702149212954212,0.8058019364537573,0.18424686426082304,0.005705579612760566,0.3853674007677847,3.578728099288538,0.16545794190370955
2010 Q2,-0.10424444815957488,-0.05890414689507957,0.01927952450510218,0.8041587619118605,0.18373522775780307,0.004817810352326475,0.5505537386348138,3.452775992465104,0.14791040702473066
2010 Q3,-0.10433506829539621,-0.058786546027717525,0.020520815523902853,0.8032365687354136,0.18360525233174502,0.005955694617622896,0.9519179621286864,3.2103886562472197,0.22882331167580586
2010 Q4,-0.10475054203655577,-0.058122888583813884,0.021914381584939996,0.8020119715586208,0.1838410929354001,0.0039784284282616865,0.9330524886823298,2.955590975495451,0.29286464900222897
2011 Q1,-0.10436166863626081,-0.061715271586996016,0.019686263965515545,0.7964336499733905,0.1825110096008465,0.004023433215916227,0.4007279333545437,2.921570260737886,0.12085060990438365
2011 Q2,-0.10492826343693526,-0.059052974340325214,0.01661309191813573,0.7908292488761887,0.18342811145543078,0.004040167642129102,0.932315798297824,2.6184022271541227,0.2195098760303507
2011 Q3,-0.10562813118429162,-0.06143573256959073,0.013919957359710395,0.7904667757952655,0.17972116272538238,0.004876755519938036,0.6998464096083846,2.8531792948708596,-0.11446794620769372
2011 Q4,-0.10486946631228887,-0.06186574036737992,0.014405411863997276,0.790235538343173,0.17915010958698163,0.005143693609893358,0.8526551409652788,2.768265623554881,0.012381593930017502
2012 Q1,-0.10498063146318522,-0.061717577230889664,0.014290751784284524,0.7902761964179936,0.17822936642513162,0.005423397816234103,0.3442982693639823,2.7722920882979025,0.035877522925437
2012 Q2,-0.10537305634920759,-0.061794313287738656,0.0145625378677973,0.7911081404612798,0.17649721595915266,0.003827119238995709,0.36544008770956776,2.835706216849449,0.004635870446806849
2012 Q3,-0.10326112496664297,-0.06363306389262999,0.014876192090284995,0.7895727676755032,0.1763649821809653,0.0033362672317369937,0.6616226264151707,2.772652369059021,0.16429302707070387
2012 Q4,-0.1042838013299527,-0.06174887062064896,0.012507033905875218,0.7885064171225042,0.1755562003466655,0.004062410213913276,0.7117300526728605,2.94487772954715,0.10257326579255788
2013 Q1,-0.10353841780891607,-0.06250475554601881,0.01341022241370828,0.7894301935974238,0.17478206770657018,0.003963049956759914,0.4768941973976872,2.953438848333983,0.15482816618008965
2013 Q2,-0.10298326187007123,-0.06266504295165144,0.013457786928596907,0.7893036666149871,0.17393092993274728,0.0035537314958912825,0.45435262918385394,2.90967634194458,0.19858936200301786
2013 Q3,-0.10204732154270776,-0.06243400319707525,0.01320287995835118,0.7898141643542631,0.17350218037617662,0.004533373573774464,0.36205154034754433,2.976174588846151,0.19181331185659597
2013 Q4,-0.10253488311379859,-0.0608643123390021,0.013568873332817907,0.7919740138921781,0.17298832482631757,0.005968000327904097,0.7325623672632283,3.1616755790495765,0.05371828136372048
2014 Q1,-0.10321586527150899,-0.0597786261769749,0.011442667325958746,0.7899350298195411,0.17225625259432628,0.004844208936119911,0.863257820532744,3.0114000876860474,0.0637756298701888
2014 Q2,-0.10321366144020427,-0.05992200376504755,0.010781274710343543,0.7884009433965335,0.17138054768325015,0.00334909484668442,0.6778587110382361,2.956965781600806,0.08456151624012542
2014 Q3,-0.10285641917433126,-0.059976057214396056,0.010441328769093976,0.7878114055042112,0.17049325768218995,0.0037438436317558895,0.2523618461293687,2.937426817217631,0.09546383520949182
2014 Q4,-0.10251507220912938,-0.059817060997651314,0.010419645543746095,0.7880203701285001,0.16961103571920447,0.004680635195746919,1.1374286381102894,2.9591181898182293,0.05862730318478209
2015 Q1,-0.10631371777046658,-0.06912050468810743,0.004418203966825683,0.7568556555571403,0.1701721825024773,0.004483517313290992,0.04574484458926343,3.262478561813247,-0.1873213268560997
2015 Q2,-0.1075416822631306,-0.06363005700337877,-0.012974945973288363,0.7404547804672763,0.16996987969449046,0.004806051288502107,0.06721015826435844,3.34923994677432,-0.2084206742729507
2015 Q3,-0.10333889902295253,-0.06169458717600276,-0.001228959635888401,0.7615155417968614,0.16794922355123687,0.004598099912604387,0.17042992044974187,3.2607117305360016,-0.06276892617238754
2015 Q4,-0.10190540424844446,-0.06090725291824493,-0.002115588070245118,0.7607148351438758,0.16704568070203651,0.0035906745277477082,0.20541877883577778,3.27348433555995,-0.02024799919448523
2016 Q1,-0.10298123152436031,-0.059843884036561226,-0.011470360939475557,0.7439440743279163,0.16721862987572284,0.005221498429821466,0.1506745609196394,3.4516281537141635,-0.10952074103274347
2016 Q2,-0.10190304057719352,-0.06020438067661625,-0.015210826882016887,0.7360045718486072,0.16680870127397454,0.0042125755972911095,0.13044789812236615,3.458181948925085,-0.15148854895222083
2016 Q3,-0.09822751525114658,-0.0577743759636739,0.02133320583186535,0.8101367951429154,0.15620650356406202,0.06774678883658938,0.03933837774572316,3.3647965823576764,-0.034927951636594526
2016 Q4,-0.09475516592250406,-0.059027965662178467,0.012013644528314106,0.778406261954936,0.16525568101536847,0.008222482024784388,0.16269451496050974,3.468826553967575,-0.18048108876218252
2017 Q1,-0.09431634105353011,-0.05754334044575695,0.008105970613283027,0.7760248490531922,0.16532728880771583,0.006824981940878646,0.15806956167623123,3.302158704852898,-0.12594406325796245
2017 Q2,-0.09797087629987276,-0.05565061722485701,-0.006472139778738427,0.7587532384526319,0.16482382839145943,0.004596685140860694,0.13859940585086092,3.111241344504068,0.027579858579436737
2017 Q3,-0.09843225462309677,-0.053176666355992094,-0.002489569933847274,0.771748117608715,0.16395846086338386,0.007945357623130088,0.1479137842049516,2.9876261771052457,0.07461264049397466
2017 Q4,-0.09456566755528227,-0.05452467719244992,0.030102416280576545,0.8324911364969738,0.15165877574086806,0.06954687379579573,0.08839388429279142,3.0577430354282376,-0.06697898191822974
2018 Q1,-0.09843185566652872,-0.05447296304350011,0.04460570266816687,0.8516492935781482,0.14258777809067688,0.08803257716251113,0.07669367651340604,3.04285639502919,-0.23333709706952802
2018 Q2,-0.100340082285942,-0.057862810161943765,0.05119371811625659,0.8575869446602609,0.13781886901268273,0.09629399579595838,0.06896742474403646,2.9445077290871793,-0.40864464310577486
2018 Q3,-0.09899734461691535,-0.06133460504859341,0.04172951516492225,0.8434899422751342,0.14393623397458083,0.08168964147514435,0.07099041074785722,2.9515986299226777,-0.48986694316571394
2018 Q4,-0.10069521281471779,-0.058021262518321244,0.0427257142574462,0.8524292353830079,0.13716515089948136,0.09343011874052026,0.06308874747147206,2.9122842251939196,-0.516613943407726
2019 Q1,-0.1002259652951407,-0.058963962878084475,0.040651205020008366,0.8500863219997681,0.13823227205726507,0.08955032552954428,0.06110187131509602,2.890426484013999,-0.5468616033572726
2019 Q2,-0.10202275474533012,-0.05589770420741581,0.043890288270429706,0.8605501580365132,0.12991230775209928,0.10188728405911548,0.05508001376833938,2.8876082779483365,-0.5906373425071535
2019 Q3,-0.10180288568901259,-0.056594624153301236,0.04260273280637955,0.8577196829955307,0.13261393891008783,0.09620297274429453,0.05455036597196438,2.819461332729287,-0.5593794609259259
2019 Q4,-0.10152465038125837,-0.05674206890146606,0.04168306369442282,0.8566769402202659,0.1331262571211141,0.09339479594305349,0.05364787876984041,2.8360565261804576,-0.5342940096615618
2020 Q1,-0.10709933080398867,-0.043540368159820673,0.042004869756615326,0.8480796444632809,0.1350869539599503,0.08917862700819472,0.05630017048893871,2.8316188965954034,-0.3191707882560185
2020 Q2,-0.089341254379357,-0.013015858544648514,0.09812199166997061,0.9343467890907213,0.0837587355828926,0.17137108611008528,0.05601913797734911,3.024115164963313,0.400045235615971
2020 Q3,-0.1073662491126437,-0.01235326291621073,0.02622093245652319,0.8464870821780632,0.14088142971487455,0.08339377947105717,0.0639932205549469,2.911605898266657,0.47855833105269074
2020 Q4,-0.10635981455595961,-0.007162058226734625,0.013155443644421725,0.8374991083992863,0.14404627668943185,0.07500062815427613,0.06439867277266122,2.9660565051525456,0.3749902346215198
2021 Q1,-0.10665569167001357,-0.0066475456350902195,0.0097074794784862,0.8361126827638131,0.1427672422653093,0.07567669106240392,0.06503749399528189,2.960573780324445,0.4230650084016172
2021 Q2,-0.09726596078279125,-0.0019113509791529296,0.015837090682164854,0.8574490666314122,0.1475420116856231,0.0680744741490522,0.06414079741297313,2.789388344083211,0.39641803943308956
2021 Q3,-0.09509116511938674,-0.0011533880092132456,0.022123759982852848,0.8652848774255759,0.1467657697807741,0.07248418527307858,0.058950826272077685,2.691921594573687,0.15859997077637716
2021 Q4,-0.09446583352251949,-4.4626989065206757e-4,0.020886842114380837,0.8652804782738567,0.14924335749800244,0.06814598390964526,0.06070650690692823,2.488634709207234,0.022271128070300406
2022 Q1,-0.09447921268337225,-4.6376557071545074e-4,0.01814480781565899,0.8637198162041403,0.1488497508867817,0.06616792733573466,0.06065346658901027,2.443650509821445,-0.08545663397960099
2022 Q2,-0.09454502767920457,-9.135376665209345e-4,0.0191526037529001,0.8631896055463513,0.14779355789547063,0.06737733216461754,0.05869453264884864,2.4012457289869116,-0.1837744734530412
2022 Q3,-0.0950322998988249,-0.0014353954680702892,0.01839236762215894,0.8625141035940097,0.14593742514923114,0.06935537008055884,0.05772693219352507,2.416871479731936,-0.30668829590640206
2022 Q4,-0.09592205133344771,-0.0024833305185710856,0.01671176235313369,0.8628298680778497,0.14230971341156418,0.0750810565967437,0.057310840719045845,2.4440721792271733,-0.46730661518942684
2023 Q1,-0.09606628918953199,-0.0024031687860667983,0.017150684824345497,0.8629492679608682,0.1422006519118974,0.07491813785476956,0.05786300175862569,2.3127392676843828,-0.4473062564258863
2023 Q2,-0.09492162826769225,-2.748934653310636e-4,0.017678475757760784,0.8641955316158767,0.14437546538221438,0.06906935549972643,0.05956717436422721,2.309211110100698,-0.3581879530301122
2023 Q3,-0.09521307535424488,-8.885038146264951e-4,0.0174673846351856,0.8635056696653717,0.14359588182297947,0.06891883327526166,0.05819043723630229,2.340446590635018,-0.30180045401126193
2023 Q4,-0.09480499437209429,-0.001093986964206132,0.01781192778846627,0.8632898543899886,0.14305947064581123,0.06884596998517906,0.056817711898723956,2.3594263070255153,-0.25076525478384026
2024 Q1,-0.09362401895413738,-0.0013924492223759384,0.019270457838640703,0.8638269799713851,0.14205129666894206,0.07085078955175629,0.054493378628456955,2.365977721837689,-0.19592227541392046
2024 Q2,-0.09407170926118054,-0.0014015561709062113,0.018015089501538285,0.8636537208158417,0.14274748636885254,0.06749916220274295,0.054977557058488884,2.4642828817581033,-0.14631978747397129
2024 Q3,-0.09399242705513872,-0.0017315016460551394,0.018131867998956087,0.861706441940383,0.14105717005473464,0.07089029587009828,0.053489770540858,2.5417688329468184,-0.03919509854761272
2024 Q4,-0.09486489345170103,-7.710205175493087e-5,0.01775281068862511,0.8634277423919775,0.14308189404852895,0.06586361384048839,0.05915421769214555,2.7133237192574953,-0.10536484765923754
2025 Q1,-0.09490746559699295,1.3064489676954333e-4,0.017511277531148582,0.864663431345254,0.14286642657450355,0.06513576305548498,0.05851601604989008,2.7870143489124093,-0.1146787282555666
2025 Q2,-0.09545570199485791,4.93399176135789e-4,0.01706078209063305,0.8620059387188684,0.14112987413130781,0.0678665391324496,0.059111830410695385,2.8204252382364796,-0.002482334560556798
2025 Q3,-0.094504448458927,-3.606826279344387e-4,0.018455064894215244,0.8624548519655821,0.13797660033691794,0.07513621209471726,0.055431200519188865,2.845901629240256,0.055516213542306334
2025 Q4,-0.0946232981359538,-5.761383573450444e-4,0.018697106799602455,0.8626255476585737,0.13752672426306328,0.07449173781672527,0.054622732142554274,2.8062711467617296,0.13483285254579552
